,country,age,gender,marital_status,education_level,heard_of_mobile_money
3012,nigeria,26.0,2,3,4,2
3013,nigeria,,1,1,5,2
3014,nigeria,25.0,2,3,1,2
3015,nigeria,24.0,1,3,5,2
3016,nigeria,19.0,1,1,5,2
3017,nigeria,23.0,1,1,9,2
3018,nigeria,26.0,1,1,5,1
3019,nigeria,19.0,1,1,5,1
3020,nigeria,26.0,1,1,9,2
3021,nigeria,22.0,1,1,10,1
3022,nigeria,23.0,1,1,10,1
3023,nigeria,27.0,1,1,11,1
3024,nigeria,20.0,1,1,10,2
3025,nigeria,20.0,1,1,8,2
3026,nigeria,40.0,2,2,13,2
3027,nigeria,30.0,2,3,13,2
3028,nigeria,28.0,2,3,5,2
3029,nigeria,18.0,2,1,4,2
3030,nigeria,18.0,2,1,3,2
3031,nigeria,35.0,2,2,1,2
3032,nigeria,25.0,2,3,2,2
3033,nigeria,30.0,1,2,6,2
3034,nigeria,25.0,2,3,1,2
3035,nigeria,29.0,2,3,1,2
3036,nigeria,20.0,1,1,3,2
3037,nigeria,32.0,2,2,13,2
3038,nigeria,63.0,1,3,14,2
3039,nigeria,20.0,2,1,4,2
3040,nigeria,20.0,2,3,3,2
3041,nigeria,30.0,2,3,1,2
3042,nigeria,20.0,2,3,1,2
3043,nigeria,22.0,2,3,1,2
3044,nigeria,18.0,1,2,5,2
3045,nigeria,25.0,1,2,2,2
3046,nigeria,27.0,1,2,4,2
3047,nigeria,20.0,1,2,4,2
3048,nigeria,18.0,2,2,5,2
3049,nigeria,20.0,2,3,5,2
3050,nigeria,25.0,2,3,1,2
3051,nigeria,20.0,2,3,3,2
3052,nigeria,30.0,2,3,1,2
3053,nigeria,55.0,2,2,1,2
3054,nigeria,30.0,1,3,7,2
3055,nigeria,25.0,1,3,1,2
3056,nigeria,31.0,2,3,1,2
3057,nigeria,60.0,1,3,13,2
3058,nigeria,33.0,2,3,5,2
3059,nigeria,29.0,1,3,5,2
3060,nigeria,25.0,2,3,5,2
3061,nigeria,30.0,2,2,1,2
3062,nigeria,25.0,1,1,9,2
3063,nigeria,27.0,1,1,5,2
3064,nigeria,30.0,2,3,5,2
3065,nigeria,33.0,2,3,5,2
3066,nigeria,20.0,2,2,1,2
3067,nigeria,25.0,2,2,13,2
3068,nigeria,30.0,2,3,13,2
3069,nigeria,20.0,2,3,13,2
3070,nigeria,55.0,2,6,13,2
3071,nigeria,35.0,2,2,4,2
3072,nigeria,23.0,2,2,5,2
3073,nigeria,18.0,1,1,4,2
3074,nigeria,23.0,2,3,4,2
3075,nigeria,58.0,2,6,1,2
3076,nigeria,58.0,1,2,8,2
3077,nigeria,24.0,1,3,5,2
3078,nigeria,27.0,1,1,5,2
3079,nigeria,20.0,2,3,4,2
3080,nigeria,19.0,2,3,4,2
3081,nigeria,32.0,1,3,2,2
3082,nigeria,48.0,1,3,4,2
3083,nigeria,21.0,1,1,8,1
3084,nigeria,34.0,1,3,10,2
3085,nigeria,30.0,1,2,5,2
3086,nigeria,21.0,1,1,4,2
3087,nigeria,19.0,1,3,4,2
3088,nigeria,39.0,1,2,5,2
3089,nigeria,27.0,1,3,6,2
3090,nigeria,55.0,1,2,5,2
3091,nigeria,42.0,2,3,2,2
3092,nigeria,21.0,1,1,6,2
3093,nigeria,44.0,1,3,2,2
3094,nigeria,33.0,1,1,9,2
3095,nigeria,30.0,2,6,4,2
3096,nigeria,16.0,1,1,4,2
3097,nigeria,37.0,1,1,4,2
3098,nigeria,49.0,1,3,3,2
3099,nigeria,28.0,2,2,2,2
3100,nigeria,15.0,1,1,4,2
3101,nigeria,25.0,2,2,2,2
3102,nigeria,24.0,2,2,3,2
3103,nigeria,28.0,1,3,1,2
3104,nigeria,38.0,1,1,10,2
3105,nigeria,35.0,1,3,4,2
3106,nigeria,22.0,1,1,5,2
3107,nigeria,36.0,1,3,1,2
3108,nigeria,18.0,2,3,2,2
3109,nigeria,18.0,1,1,4,2
3110,nigeria,16.0,2,1,4,2
3111,nigeria,46.0,1,3,5,2
3112,nigeria,26.0,1,1,4,2
3113,nigeria,18.0,2,1,3,2
3114,nigeria,35.0,1,3,5,2
3115,nigeria,18.0,1,1,5,2
3116,nigeria,18.0,1,1,4,2
3117,nigeria,45.0,2,2,2,2
3118,nigeria,55.0,2,6,2,2
3119,nigeria,15.0,2,1,4,2
3120,nigeria,20.0,2,2,5,2
3121,nigeria,30.0,2,2,9,2
3122,nigeria,40.0,1,2,3,2
3123,nigeria,35.0,1,3,9,2
3124,nigeria,46.0,1,3,2,2
3125,nigeria,35.0,1,2,3,2
3126,nigeria,25.0,1,1,5,2
3127,nigeria,27.0,1,1,6,2
3128,nigeria,43.0,1,3,4,2
3129,nigeria,24.0,1,1,4,2
3130,nigeria,30.0,1,1,10,2
3131,nigeria,32.0,2,3,4,2
3132,nigeria,24.0,2,3,13,2
3133,nigeria,50.0,1,2,10,2
3134,nigeria,60.0,1,3,13,2
3135,nigeria,27.0,2,3,4,2
3136,nigeria,16.0,1,1,4,2
3137,nigeria,32.0,1,3,5,2
3138,nigeria,32.0,1,2,3,2
3139,nigeria,32.0,1,2,4,2
3140,nigeria,30.0,2,2,3,2
3141,nigeria,35.0,1,2,5,2
3142,nigeria,32.0,2,6,4,2
3143,nigeria,38.0,1,3,9,1
3144,nigeria,42.0,1,3,5,2
3145,nigeria,24.0,2,3,4,2
3146,nigeria,28.0,1,3,5,2
3147,nigeria,47.0,1,3,10,2
3148,nigeria,18.0,2,2,3,2
3149,nigeria,23.0,1,1,4,2
3150,nigeria,30.0,1,1,3,2
3151,nigeria,32.0,1,1,5,2
3152,nigeria,40.0,1,3,5,2
3153,nigeria,40.0,1,1,3,2
3154,nigeria,30.0,1,1,5,2
3155,nigeria,33.0,2,3,1,2
3156,nigeria,15.0,2,3,3,2
3157,nigeria,41.0,1,3,1,2
3158,nigeria,16.0,1,1,3,2
3159,nigeria,22.0,1,1,5,2
3160,nigeria,20.0,2,3,3,2
3161,nigeria,43.0,2,3,5,2
3162,nigeria,37.0,1,1,1,2
3163,nigeria,48.0,1,3,4,2
3164,nigeria,25.0,1,1,6,2
3165,nigeria,19.0,1,1,5,2
3166,nigeria,27.0,1,1,9,1
3167,nigeria,33.0,1,1,5,2
3168,nigeria,20.0,1,1,4,2
3169,nigeria,30.0,1,3,6,2
3170,nigeria,24.0,2,3,5,2
3171,nigeria,29.0,2,3,5,2
3172,nigeria,20.0,2,3,1,2
3173,nigeria,30.0,2,3,5,2
3174,nigeria,46.0,1,3,1,2
3175,nigeria,20.0,2,2,5,2
3176,nigeria,56.0,1,3,3,2
3177,nigeria,92.0,1,3,2,2
3178,nigeria,55.0,1,3,1,2
3179,nigeria,32.0,1,3,1,2
3180,nigeria,55.0,1,3,1,2
3181,nigeria,35.0,2,3,1,2
3182,nigeria,35.0,1,3,1,2
3183,nigeria,32.0,1,3,5,2
3184,nigeria,46.0,1,3,3,2
3185,nigeria,36.0,1,1,3,2
3186,nigeria,39.0,1,3,3,2
3187,nigeria,17.0,1,1,3,2
3188,nigeria,20.0,1,3,3,2
3189,nigeria,32.0,1,3,1,2
3190,nigeria,25.0,2,3,4,2
3191,nigeria,25.0,1,3,2,2
3192,nigeria,25.0,1,3,1,2
3193,nigeria,37.0,1,3,2,2
3194,nigeria,28.0,1,3,3,2
3195,nigeria,32.0,1,3,4,2
3196,nigeria,18.0,2,3,3,2
3197,nigeria,45.0,1,3,3,2
3198,nigeria,38.0,1,3,5,2
3199,nigeria,40.0,1,1,5,2
3200,nigeria,31.0,1,3,3,2
3201,nigeria,39.0,1,3,5,2
3202,nigeria,37.0,1,3,3,2
3203,nigeria,46.0,1,3,3,2
3204,nigeria,20.0,1,1,3,2
3205,nigeria,38.0,1,3,5,2
3206,nigeria,28.0,1,1,9,2
3207,nigeria,51.0,1,2,8,2
3208,nigeria,25.0,1,1,5,2
3209,nigeria,45.0,1,2,9,2
3210,nigeria,43.0,1,3,9,1
3211,nigeria,55.0,1,3,1,2
3212,nigeria,75.0,1,6,1,2
3213,nigeria,20.0,1,1,4,2
3214,nigeria,28.0,2,3,2,2
3215,nigeria,30.0,1,3,4,2
3216,nigeria,24.0,2,3,4,2
3217,nigeria,40.0,1,3,4,2
3218,nigeria,17.0,1,1,8,2
3219,nigeria,37.0,2,3,3,2
3220,nigeria,32.0,1,3,3,2
3221,nigeria,35.0,1,3,7,2
3222,nigeria,25.0,1,2,13,2
3223,nigeria,19.0,1,1,4,2
3224,nigeria,33.0,1,3,1,2
3225,nigeria,21.0,1,3,3,2
3226,nigeria,16.0,2,1,4,2
3227,nigeria,39.0,1,3,5,2
3228,nigeria,24.0,2,3,3,2
3229,nigeria,18.0,1,1,3,2
3230,nigeria,39.0,2,3,3,2
3231,nigeria,32.0,1,3,3,2
3232,nigeria,45.0,1,3,5,2
3233,nigeria,35.0,1,2,5,2
3234,nigeria,23.0,1,3,4,2
3235,nigeria,17.0,2,1,4,2
3236,nigeria,40.0,1,3,10,2
3237,nigeria,28.0,1,1,10,2
3238,nigeria,23.0,2,1,9,2
3239,nigeria,25.0,1,3,9,2
3240,nigeria,33.0,1,3,10,2
3241,nigeria,29.0,1,3,4,2
3242,nigeria,23.0,1,1,4,2
3243,nigeria,32.0,1,1,4,2
3244,nigeria,23.0,2,2,9,2
3245,nigeria,31.0,2,3,4,2
3246,nigeria,30.0,1,2,2,2
3247,nigeria,32.0,1,2,5,2
3248,nigeria,20.0,2,3,13,2
3249,nigeria,38.0,1,3,13,2
3250,nigeria,16.0,2,3,13,2
3251,nigeria,40.0,1,3,5,2
3252,nigeria,41.0,1,3,3,2
3253,nigeria,28.0,1,3,5,2
3254,nigeria,35.0,1,3,4,2
3255,nigeria,33.0,1,3,10,2
3256,nigeria,30.0,2,3,10,2
3257,nigeria,29.0,1,3,2,2
3258,nigeria,19.0,2,3,15,2
3259,nigeria,30.0,1,1,5,2
3260,nigeria,18.0,2,3,5,2
3261,nigeria,27.0,1,1,5,2
3262,nigeria,23.0,2,2,4,2
3263,nigeria,30.0,1,2,3,2
3264,nigeria,18.0,2,2,3,2
3265,nigeria,33.0,1,2,3,2
3266,nigeria,21.0,1,1,3,2
3267,nigeria,46.0,1,3,3,2
3268,nigeria,30.0,1,1,3,2
3269,nigeria,20.0,2,1,5,2
3270,nigeria,33.0,1,1,4,2
3271,nigeria,30.0,1,3,7,1
3272,nigeria,51.0,2,2,2,2
3273,nigeria,38.0,2,3,2,2
3274,nigeria,47.0,1,3,2,2
3275,nigeria,43.0,1,2,1,2
3276,nigeria,45.0,2,2,1,2
3277,nigeria,27.0,1,1,3,2
3278,nigeria,20.0,1,1,3,2
3279,nigeria,25.0,1,1,3,2
3280,nigeria,25.0,1,1,3,2
3281,nigeria,47.0,1,2,2,2
3282,nigeria,51.0,1,3,2,2
3283,nigeria,36.0,2,3,3,2
3284,nigeria,17.0,1,1,4,2
3285,nigeria,32.0,1,3,5,2
3286,nigeria,18.0,2,3,4,2
3287,nigeria,30.0,1,3,6,2
3288,nigeria,31.0,2,3,5,2
3289,nigeria,28.0,1,3,5,2
3290,nigeria,30.0,2,2,4,2
3291,nigeria,40.0,2,2,3,2
3292,nigeria,25.0,1,1,5,2
3293,nigeria,30.0,1,2,4,2
3294,nigeria,22.0,2,2,4,2
3295,nigeria,26.0,1,3,5,2
3296,nigeria,20.0,2,3,13,2
3297,nigeria,30.0,1,1,1,2
3298,nigeria,46.0,2,3,1,2
3299,nigeria,26.0,2,4,5,2
3300,nigeria,74.0,1,3,1,2
3301,nigeria,23.0,2,1,9,2
3302,nigeria,20.0,2,2,3,2
3303,nigeria,30.0,1,2,5,1
3304,nigeria,50.0,1,2,13,2
3305,nigeria,32.0,1,3,3,2
3306,nigeria,30.0,1,1,3,2
3307,nigeria,25.0,1,1,5,1
3308,nigeria,30.0,1,3,1,2
3309,nigeria,31.0,1,2,4,2
3310,nigeria,30.0,1,1,10,2
3311,nigeria,25.0,1,1,4,2
3312,nigeria,30.0,1,1,10,2
3313,nigeria,30.0,1,3,4,2
3314,nigeria,34.0,1,3,5,2
3315,nigeria,18.0,2,2,1,2
3316,nigeria,44.0,1,3,2,2
3317,nigeria,36.0,1,3,5,2
3318,nigeria,25.0,1,1,5,2
3319,nigeria,65.0,1,2,5,2
3320,nigeria,47.0,1,3,1,2
3321,nigeria,43.0,2,3,2,2
3322,nigeria,49.0,1,3,2,2
3323,nigeria,24.0,1,2,1,2
3324,nigeria,25.0,1,2,1,2
3325,nigeria,27.0,1,3,13,2
3326,nigeria,43.0,1,2,5,2
3327,nigeria,46.0,1,3,6,2
3328,nigeria,24.0,2,2,8,2
3329,nigeria,26.0,1,1,5,2
3330,nigeria,17.0,1,1,5,2
3331,nigeria,22.0,1,1,10,2
3332,nigeria,42.0,2,3,1,2
3333,nigeria,29.0,1,2,3,2
3334,nigeria,25.0,2,2,3,2
3335,nigeria,30.0,1,2,3,2
3336,nigeria,24.0,2,2,4,2
3337,nigeria,25.0,1,1,5,2
3338,nigeria,30.0,1,3,4,2
3339,nigeria,27.0,1,1,3,2
3340,nigeria,35.0,1,1,5,2
3341,nigeria,55.0,1,3,13,2
3342,nigeria,35.0,1,2,4,2
3343,nigeria,34.0,1,2,4,2
3344,nigeria,37.0,1,2,4,2
3345,nigeria,18.0,2,1,1,2
3346,nigeria,50.0,1,2,15,2
3347,nigeria,21.0,1,1,4,2
3348,nigeria,18.0,2,1,1,2
3349,nigeria,25.0,1,2,3,2
3350,nigeria,31.0,2,2,9,2
3351,nigeria,27.0,1,3,14,2
3352,nigeria,33.0,1,2,7,2
3353,nigeria,24.0,2,1,6,2
3354,nigeria,30.0,1,2,8,2
3355,nigeria,24.0,1,1,6,2
3356,nigeria,36.0,1,3,9,2
3357,nigeria,30.0,2,2,5,2
3358,nigeria,34.0,1,3,9,2
3359,nigeria,25.0,1,3,5,2
3360,nigeria,21.0,2,2,4,2
3361,nigeria,32.0,1,2,10,2
3362,nigeria,38.0,1,2,5,1
3363,nigeria,35.0,1,1,5,2
3364,nigeria,52.0,1,2,4,2
3365,nigeria,28.0,2,2,5,2
3366,nigeria,60.0,1,2,7,2
3367,nigeria,25.0,2,2,2,2
3368,nigeria,44.0,2,2,4,2
3369,nigeria,25.0,1,9,5,2
3370,nigeria,20.0,2,3,15,2
3371,nigeria,20.0,1,1,15,2
3372,nigeria,28.0,1,3,9,2
3373,nigeria,42.0,1,2,14,2
3374,nigeria,48.0,1,3,1,2
3375,nigeria,35.0,2,2,1,2
3376,nigeria,70.0,1,2,1,2
3377,nigeria,28.0,1,2,5,2
3378,nigeria,20.0,1,1,1,2
3379,nigeria,36.0,2,3,1,2
3380,nigeria,20.0,1,1,13,2
3381,nigeria,30.0,1,1,13,2
3382,nigeria,21.0,1,3,13,2
3383,nigeria,51.0,1,2,2,2
3384,nigeria,23.0,2,2,1,2
3385,nigeria,36.0,2,1,4,2
3386,nigeria,60.0,2,1,1,2
3387,nigeria,40.0,2,1,1,2
3388,nigeria,25.0,1,1,5,2
3389,nigeria,33.0,2,2,4,2
3390,nigeria,18.0,1,1,4,2
3391,nigeria,30.0,1,1,3,2
3392,nigeria,25.0,1,1,13,2
3393,nigeria,50.0,1,2,9,2
3394,nigeria,25.0,1,1,4,2
3395,nigeria,70.0,1,3,1,2
3396,nigeria,25.0,1,1,1,2
3397,nigeria,30.0,1,3,1,2
3398,nigeria,23.0,2,2,1,2
3399,nigeria,25.0,2,3,2,2
3400,nigeria,56.0,1,2,1,2
3401,nigeria,55.0,1,3,13,2
3402,nigeria,19.0,1,2,13,2
3403,nigeria,40.0,1,2,2,2
3404,nigeria,39.0,1,2,1,2
3405,nigeria,30.0,1,2,3,2
3406,nigeria,50.0,1,3,1,2
3407,nigeria,39.0,2,3,1,2
3408,nigeria,19.0,2,3,3,2
3409,nigeria,24.0,1,3,1,2
3410,nigeria,20.0,2,3,2,2
3411,nigeria,16.0,1,1,1,2
3412,nigeria,58.0,1,2,1,2
3413,nigeria,22.0,1,3,2,2
3414,nigeria,45.0,1,3,1,2
3415,nigeria,33.0,2,3,1,2
3416,nigeria,21.0,2,3,1,2
3417,nigeria,35.0,1,2,1,2
3418,nigeria,29.0,1,2,1,2
3419,nigeria,70.0,1,2,1,2
3420,nigeria,22.0,1,2,1,2
3421,nigeria,18.0,1,1,3,2
3422,nigeria,18.0,1,2,1,2
3423,nigeria,23.0,1,2,1,2
3424,nigeria,22.0,1,2,1,2
3425,nigeria,28.0,2,3,1,2
3426,nigeria,49.0,1,6,1,2
3427,nigeria,15.0,2,1,1,2
3428,nigeria,54.0,1,3,13,2
3429,nigeria,24.0,1,3,3,2
3430,nigeria,40.0,1,2,1,2
3431,nigeria,38.0,1,2,3,2
3432,nigeria,36.0,1,3,13,2
3433,nigeria,25.0,1,2,1,2
3434,nigeria,30.0,1,6,1,2
3435,nigeria,26.0,1,3,1,2
3436,nigeria,18.0,2,1,1,2
3437,nigeria,15.0,2,1,1,2
3438,nigeria,41.0,1,3,13,2
3439,nigeria,48.0,1,2,1,2
3440,nigeria,30.0,1,2,2,2
3441,nigeria,50.0,1,2,1,2
3442,nigeria,45.0,1,2,1,2
3443,nigeria,38.0,1,2,3,2
3444,nigeria,30.0,2,3,15,2
3445,nigeria,19.0,2,2,2,2
3446,nigeria,39.0,2,2,15,2
3447,nigeria,30.0,1,2,13,2
3448,nigeria,50.0,1,2,13,2
3449,nigeria,40.0,1,2,11,2
3450,nigeria,27.0,2,3,4,2
3451,nigeria,40.0,2,3,15,2
3452,nigeria,30.0,2,3,15,2
3453,nigeria,35.0,2,2,15,2
3454,nigeria,20.0,2,3,13,2
3455,nigeria,55.0,1,3,5,2
3456,nigeria,19.0,2,3,15,2
3457,nigeria,70.0,1,3,13,2
3458,nigeria,25.0,1,2,13,2
3459,nigeria,25.0,2,2,5,1
3460,nigeria,35.0,1,3,13,2
3461,nigeria,30.0,1,2,13,2
3462,nigeria,35.0,1,2,15,2
3463,nigeria,25.0,1,3,5,2
3464,nigeria,36.0,1,3,5,2
3465,nigeria,25.0,2,3,5,2
3466,nigeria,38.0,1,2,3,2
3467,nigeria,24.0,1,1,5,2
3468,nigeria,22.0,2,3,6,2
3469,nigeria,24.0,2,1,5,2
3470,nigeria,22.0,2,3,5,2
3471,nigeria,30.0,1,1,5,2
3472,nigeria,37.0,1,3,4,2
3473,nigeria,37.0,1,3,8,2
3474,nigeria,35.0,1,3,5,2
3475,nigeria,42.0,1,3,5,2
3476,nigeria,45.0,1,3,1,2
3477,nigeria,30.0,2,2,6,2
3478,nigeria,66.0,1,3,2,2
3479,nigeria,56.0,1,2,13,2
3480,nigeria,62.0,1,3,1,2
3481,nigeria,27.0,1,1,5,2
3482,nigeria,31.0,1,3,1,2
3483,nigeria,28.0,1,2,8,2
3484,nigeria,33.0,2,3,5,2
3485,nigeria,27.0,1,3,6,2
3486,nigeria,35.0,1,2,4,2
3487,nigeria,65.0,1,3,3,2
3488,nigeria,40.0,2,3,15,2
3489,nigeria,70.0,1,2,15,2
3490,nigeria,60.0,2,3,15,2
3491,nigeria,30.0,1,2,8,2
3492,nigeria,60.0,2,2,15,2
3493,nigeria,35.0,2,2,3,2
3494,nigeria,53.0,1,1,6,2
3495,nigeria,35.0,1,1,7,2
3496,nigeria,40.0,1,3,4,2
3497,nigeria,32.0,1,1,6,2
3498,nigeria,33.0,1,3,8,2
3499,nigeria,25.0,1,1,10,1
3500,nigeria,32.0,1,3,8,2
3501,nigeria,36.0,1,1,10,1
3502,nigeria,32.0,1,1,5,2
3503,nigeria,34.0,1,1,8,1
3504,nigeria,23.0,2,1,10,2
3505,nigeria,21.0,1,1,10,2
3506,nigeria,32.0,1,1,8,2
3507,nigeria,37.0,1,1,9,2
3508,nigeria,42.0,1,3,5,2
3509,nigeria,52.0,2,5,2,2
3510,nigeria,38.0,1,3,4,2
3511,nigeria,18.0,2,1,5,2
3512,nigeria,30.0,2,2,8,1
3513,nigeria,22.0,1,1,7,1
3514,nigeria,28.0,1,1,5,2
3515,nigeria,20.0,1,1,5,2
3516,nigeria,31.0,1,1,10,1
3517,nigeria,19.0,1,1,5,1
3518,nigeria,23.0,2,1,9,1
3519,nigeria,33.0,2,2,4,2
3520,nigeria,28.0,1,3,6,2
3521,nigeria,19.0,1,1,5,2
3522,nigeria,21.0,1,1,4,2
3523,nigeria,24.0,2,1,5,2
3524,nigeria,36.0,1,2,8,2
3525,nigeria,21.0,2,7,4,2
3526,nigeria,26.0,1,1,5,2
3527,nigeria,25.0,1,1,5,2
3528,nigeria,24.0,1,1,4,2
3529,nigeria,17.0,1,1,5,2
3530,nigeria,35.0,1,1,4,1
3531,nigeria,31.0,1,2,4,2
3532,nigeria,41.0,2,1,9,2
3533,nigeria,37.0,1,1,10,2
3534,nigeria,27.0,1,1,9,2
3535,nigeria,32.0,1,1,5,1
3536,nigeria,31.0,1,1,11,2
3537,nigeria,25.0,2,2,9,2
3538,nigeria,34.0,1,1,9,1
3539,nigeria,32.0,1,2,8,2
3540,nigeria,31.0,1,1,5,2
3541,nigeria,33.0,2,3,11,1
3542,nigeria,35.0,1,1,11,1
3543,nigeria,29.0,1,1,9,1
3544,nigeria,23.0,1,1,5,1
3545,nigeria,19.0,2,1,4,2
3546,nigeria,32.0,1,1,4,2
3547,nigeria,60.0,1,3,2,2
3548,nigeria,35.0,1,2,7,2
3549,nigeria,28.0,1,1,8,2
3550,nigeria,31.0,2,2,4,2
3551,nigeria,20.0,1,1,6,2
3552,nigeria,26.0,2,1,10,1
3553,nigeria,37.0,1,1,9,2
3554,nigeria,41.0,1,3,9,1
3555,nigeria,26.0,2,2,5,2
3556,nigeria,40.0,1,1,11,2
3557,nigeria,34.0,1,1,8,1
3558,nigeria,31.0,1,1,11,2
3559,nigeria,31.0,1,1,8,1
3560,nigeria,36.0,1,1,9,2
3561,nigeria,22.0,2,1,5,2
3562,nigeria,32.0,1,1,9,1
3563,nigeria,25.0,2,1,11,2
3564,nigeria,28.0,1,3,4,2
3565,nigeria,52.0,2,3,4,2
3566,nigeria,,1,3,11,1
3567,nigeria,58.0,2,5,3,2
3568,nigeria,33.0,1,3,11,1
3569,nigeria,38.0,1,1,9,1
3570,nigeria,18.0,1,1,5,2
3571,nigeria,34.0,1,7,5,1
3572,nigeria,29.0,1,1,11,1
3573,nigeria,25.0,1,1,8,1
3574,nigeria,21.0,1,1,10,1
3575,nigeria,30.0,2,2,9,1
3576,nigeria,20.0,2,1,5,2
3577,nigeria,35.0,1,1,10,1
3578,nigeria,31.0,2,1,8,2
3579,nigeria,24.0,1,1,10,1
3580,nigeria,20.0,2,1,5,2
3581,nigeria,30.0,1,1,10,1
3582,nigeria,23.0,1,1,5,1
3583,nigeria,52.0,2,3,1,2
3584,nigeria,19.0,1,1,5,2
3585,nigeria,18.0,1,1,5,2
3586,nigeria,20.0,1,1,8,2
3587,nigeria,23.0,1,1,8,2
3588,nigeria,18.0,1,1,5,1
3589,nigeria,29.0,2,3,5,2
3590,nigeria,29.0,1,1,7,2
3591,nigeria,28.0,2,1,9,1
3592,nigeria,35.0,1,3,10,2
3593,nigeria,30.0,1,1,9,2
3594,nigeria,44.0,2,3,2,2
3595,nigeria,15.0,1,1,4,2
3596,nigeria,32.0,2,3,10,2
3597,nigeria,32.0,1,1,5,2
3598,nigeria,19.0,1,1,5,2
3599,nigeria,24.0,2,1,9,1
3600,nigeria,45.0,2,2,4,2
3601,nigeria,34.0,1,1,9,2
3602,nigeria,33.0,2,7,15,1
3603,nigeria,28.0,1,1,9,2
3604,nigeria,42.0,1,1,9,1
3605,nigeria,57.0,2,2,5,2
3606,nigeria,29.0,1,3,8,1
3607,nigeria,27.0,2,2,4,2
3608,nigeria,26.0,1,1,10,1
3609,nigeria,26.0,1,1,6,2
3610,nigeria,28.0,2,1,6,2
3611,nigeria,27.0,1,1,11,1
3612,nigeria,31.0,1,1,7,2
3613,nigeria,47.0,2,6,5,2
3614,nigeria,35.0,1,2,11,1
3615,nigeria,21.0,2,1,5,2
3616,nigeria,24.0,1,1,7,2
3617,nigeria,20.0,2,1,4,2
3618,nigeria,20.0,1,1,6,2
3619,nigeria,20.0,1,1,5,2
3620,nigeria,18.0,2,1,5,2
3621,nigeria,28.0,2,2,5,2
3622,nigeria,47.0,1,3,11,1
3623,nigeria,34.0,1,1,9,2
3624,nigeria,36.0,1,3,11,1
3625,nigeria,32.0,1,2,6,1
3626,nigeria,30.0,2,1,8,2
3627,nigeria,32.0,1,1,11,1
3628,nigeria,36.0,1,3,11,2
3629,nigeria,18.0,1,1,5,2
3630,nigeria,30.0,1,1,9,1
3631,nigeria,18.0,2,1,5,2
3632,nigeria,26.0,1,1,4,2
3633,nigeria,37.0,1,1,6,2
3634,nigeria,25.0,1,1,10,2
3635,nigeria,15.0,2,1,4,2
3636,nigeria,16.0,2,1,4,2
3637,nigeria,32.0,2,3,9,1
3638,nigeria,23.0,1,7,6,2
3639,nigeria,45.0,1,3,9,1
3640,nigeria,30.0,1,1,10,2
3641,nigeria,16.0,2,7,11,1
3642,nigeria,53.0,2,3,4,2
3643,nigeria,30.0,1,1,5,2
3644,nigeria,30.0,1,3,11,1
3645,nigeria,30.0,1,3,5,2
3646,nigeria,43.0,1,3,5,2
3647,nigeria,33.0,1,3,10,1
3648,nigeria,56.0,1,3,4,2
3649,nigeria,53.0,1,3,10,1
3650,nigeria,38.0,2,3,10,1
3651,nigeria,72.0,1,3,3,1
3652,nigeria,32.0,1,1,5,1
3653,nigeria,21.0,1,1,5,2
3654,nigeria,24.0,1,1,5,2
3655,nigeria,33.0,2,3,3,2
3656,nigeria,27.0,2,1,10,2
3657,nigeria,20.0,2,1,8,2
3658,nigeria,31.0,1,1,10,1
3659,nigeria,62.0,1,3,1,2
3660,nigeria,27.0,2,2,3,2
3661,nigeria,35.0,1,3,9,1
3662,nigeria,30.0,1,3,5,2
3663,nigeria,56.0,2,3,3,2
3664,nigeria,25.0,2,3,4,2
3665,nigeria,20.0,1,1,5,1
3666,nigeria,35.0,2,3,4,2
3667,nigeria,52.0,1,3,3,2
3668,nigeria,24.0,1,1,5,2
3669,nigeria,25.0,1,1,10,2
3670,nigeria,32.0,2,3,5,2
3671,nigeria,28.0,1,1,10,2
3672,nigeria,34.0,1,3,9,1
3673,nigeria,38.0,1,3,3,2
3674,nigeria,28.0,2,2,4,2
3675,nigeria,33.0,1,3,5,2
3676,nigeria,25.0,2,6,3,2
3677,nigeria,40.0,2,3,10,1
3678,nigeria,46.0,1,3,5,2
3679,nigeria,33.0,2,3,4,2
3680,nigeria,21.0,1,1,5,2
3681,nigeria,30.0,2,3,1,2
3682,nigeria,45.0,1,3,5,2
3683,nigeria,25.0,1,1,2,2
3684,nigeria,19.0,1,1,5,2
3685,nigeria,34.0,1,3,4,2
3686,nigeria,25.0,1,3,3,2
3687,nigeria,52.0,1,3,1,2
3688,nigeria,35.0,1,3,5,2
3689,nigeria,35.0,1,3,4,1
3690,nigeria,65.0,1,3,13,2
3691,nigeria,27.0,1,3,11,1
3692,nigeria,35.0,2,3,5,2
3693,nigeria,25.0,2,1,10,1
3694,nigeria,35.0,1,3,3,2
3695,nigeria,24.0,2,1,8,1
3696,nigeria,27.0,1,1,10,1
3697,nigeria,60.0,1,3,2,2
3698,nigeria,25.0,1,1,5,1
3699,nigeria,20.0,1,1,5,2
3700,nigeria,23.0,2,1,7,2
3701,nigeria,16.0,1,1,4,2
3702,nigeria,35.0,2,2,5,2
3703,nigeria,67.0,1,3,3,2
3704,nigeria,65.0,2,6,5,2
3705,nigeria,20.0,1,1,10,1
3706,nigeria,18.0,2,1,4,2
3707,nigeria,25.0,2,3,5,2
3708,nigeria,35.0,1,3,8,2
3709,nigeria,23.0,2,1,8,2
