,country,age,gender,marital_status,education_level,heard_of_mobile_money
1887,kenya,23.0,2,3,3,1
1888,kenya,29.0,2,6,1,1
1889,kenya,40.0,2,3,1,1
1890,kenya,22.0,1,1,5,1
1891,kenya,65.0,1,2,2,1
1892,kenya,60.0,1,4,13,1
1893,kenya,25.0,2,3,1,1
1894,kenya,34.0,1,1,3,1
1895,kenya,37.0,2,6,1,1
1896,kenya,33.0,2,3,1,1
1897,kenya,18.0,2,3,3,1
1898,kenya,27.0,2,3,3,1
1899,kenya,28.0,2,3,1,1
1900,kenya,60.0,1,3,3,2
1901,kenya,20.0,2,1,8,1
1902,kenya,60.0,2,3,5,1
1903,kenya,28.0,2,1,3,1
1904,kenya,67.0,2,6,4,2
1905,kenya,56.0,1,1,5,2
1906,kenya,30.0,2,1,10,1
1907,kenya,35.0,2,3,5,1
1908,kenya,67.0,1,3,5,1
1909,kenya,18.0,1,1,4,1
1910,kenya,45.0,2,3,3,1
1911,kenya,23.0,2,1,5,1
1912,kenya,20.0,1,1,5,1
1913,kenya,33.0,1,3,3,1
1914,kenya,25.0,2,1,8,1
1915,kenya,18.0,2,1,4,2
1916,kenya,21.0,2,1,3,2
1917,kenya,20.0,2,3,2,1
1918,kenya,15.0,2,1,2,2
1919,kenya,32.0,2,3,2,1
1920,kenya,34.0,2,3,3,1
1921,kenya,23.0,2,3,2,2
1922,kenya,32.0,1,1,3,2
1923,kenya,54.0,2,2,2,2
1924,kenya,27.0,2,3,7,1
1925,kenya,34.0,1,3,9,1
1926,kenya,44.0,1,3,4,1
1927,kenya,16.0,2,1,2,2
1928,kenya,37.0,2,3,3,1
1929,kenya,38.0,2,3,2,1
1930,kenya,42.0,2,3,2,1
1931,kenya,15.0,2,1,2,1
1932,kenya,26.0,2,3,3,2
1933,kenya,31.0,2,3,6,1
1934,kenya,41.0,1,3,4,1
1935,kenya,45.0,1,3,2,1
1936,kenya,31.0,2,3,3,1
1937,kenya,51.0,1,3,4,1
1938,kenya,34.0,1,3,3,1
1939,kenya,46.0,1,3,6,1
1940,kenya,24.0,1,1,5,1
1941,kenya,36.0,1,4,2,1
1942,kenya,40.0,2,3,2,2
1943,kenya,31.0,2,2,3,1
1944,kenya,58.0,2,6,2,1
1945,kenya,65.0,2,2,2,1
1946,kenya,31.0,2,5,2,2
1947,kenya,29.0,2,3,3,1
1948,kenya,69.0,2,6,2,1
1949,kenya,48.0,1,3,2,2
1950,kenya,45.0,2,3,2,2
1951,kenya,39.0,1,3,3,1
1952,kenya,18.0,2,1,4,1
1953,kenya,19.0,1,1,7,1
1954,kenya,32.0,2,3,7,1
1955,kenya,36.0,2,3,7,1
1956,kenya,66.0,1,3,3,1
1957,kenya,25.0,2,3,5,1
1958,kenya,40.0,2,3,3,1
1959,kenya,15.0,2,1,2,1
1960,kenya,40.0,2,3,9,1
1961,kenya,44.0,1,3,3,1
1962,kenya,30.0,2,1,2,1
1963,kenya,38.0,2,3,5,1
1964,kenya,20.0,1,1,2,1
1965,kenya,79.0,2,6,1,2
1966,kenya,38.0,1,3,3,1
1967,kenya,45.0,1,3,4,1
1968,kenya,35.0,1,3,5,2
1969,kenya,15.0,2,1,4,1
1970,kenya,33.0,2,3,3,2
1971,kenya,20.0,2,3,2,1
1972,kenya,45.0,2,3,2,1
1973,kenya,32.0,2,3,2,2
1974,kenya,37.0,2,3,3,1
1975,kenya,37.0,2,3,2,2
1976,kenya,63.0,1,3,2,2
1977,kenya,29.0,1,1,3,1
1978,kenya,67.0,1,3,1,2
1979,kenya,25.0,1,3,2,1
1980,kenya,68.0,1,3,2,2
1981,kenya,34.0,1,3,3,1
1982,kenya,47.0,1,3,2,2
1983,kenya,29.0,2,3,5,1
1984,kenya,55.0,2,6,2,1
1985,kenya,28.0,2,3,4,1
1986,kenya,58.0,1,2,2,1
1987,kenya,33.0,1,3,9,1
1988,kenya,15.0,1,1,2,2
1989,kenya,49.0,2,3,3,2
1990,kenya,23.0,2,3,7,2
1991,kenya,46.0,2,3,3,2
1992,kenya,59.0,1,3,2,1
1993,kenya,53.0,1,3,2,1
1994,kenya,39.0,2,3,10,1
1995,kenya,29.0,2,6,4,1
1996,kenya,29.0,2,3,2,1
1997,kenya,25.0,2,3,5,1
1998,kenya,18.0,2,1,4,1
1999,kenya,31.0,2,3,5,2
2000,kenya,35.0,1,3,5,1
2001,kenya,59.0,2,2,2,2
2002,kenya,50.0,2,3,1,1
2003,kenya,55.0,1,3,2,1
2004,kenya,16.0,1,1,4,1
2005,kenya,78.0,2,6,1,2
2006,kenya,25.0,2,3,2,2
2007,kenya,36.0,2,3,3,2
2008,kenya,32.0,1,3,5,1
2009,kenya,32.0,2,3,3,1
2010,kenya,50.0,2,3,3,1
2011,kenya,37.0,2,3,4,1
2012,kenya,50.0,1,3,8,1
2013,kenya,59.0,1,3,2,1
2014,kenya,41.0,2,3,5,1
2015,kenya,37.0,1,3,11,1
2016,kenya,63.0,2,3,2,2
2017,kenya,58.0,1,3,1,2
2018,kenya,15.0,2,1,2,1
2019,kenya,41.0,1,3,7,1
2020,kenya,18.0,2,1,2,1
2021,kenya,15.0,2,1,2,1
2022,kenya,66.0,2,6,3,2
2023,kenya,51.0,1,3,2,1
2024,kenya,42.0,1,3,3,1
2025,kenya,53.0,1,3,2,1
2026,kenya,49.0,1,3,2,1
2027,kenya,39.0,2,3,3,2
2028,kenya,25.0,2,3,3,1
2029,kenya,72.0,2,3,1,2
2030,kenya,41.0,1,3,3,1
2031,kenya,53.0,1,3,2,2
2032,kenya,38.0,1,1,2,1
2033,kenya,29.0,1,3,2,1
2034,kenya,65.0,1,6,2,2
2035,kenya,68.0,1,2,2,2
2036,kenya,25.0,1,1,10,2
2037,kenya,16.0,2,1,4,2
2038,kenya,15.0,2,1,5,2
2039,kenya,30.0,2,3,4,1
2040,kenya,38.0,2,1,2,2
2041,kenya,35.0,2,1,5,1
2042,kenya,37.0,2,5,2,1
2043,kenya,22.0,2,1,4,1
2044,kenya,29.0,2,3,3,1
2045,kenya,18.0,2,1,4,1
2046,kenya,27.0,2,3,4,1
2047,kenya,26.0,2,3,4,1
2048,kenya,42.0,2,3,3,2
2049,kenya,33.0,2,1,2,2
2050,kenya,27.0,2,3,4,1
2051,kenya,26.0,1,3,1,2
2052,kenya,27.0,2,1,3,1
2053,kenya,67.0,1,3,3,2
2054,kenya,65.0,1,3,5,1
2055,kenya,17.0,2,1,2,1
2056,kenya,23.0,2,3,5,1
2057,kenya,42.0,1,6,5,1
2058,kenya,62.0,1,3,3,1
2059,kenya,48.0,2,3,5,1
2060,kenya,22.0,2,3,1,2
2061,kenya,23.0,2,3,2,2
2062,kenya,41.0,1,3,1,2
2063,kenya,39.0,2,3,1,2
2064,kenya,17.0,2,1,2,2
2065,kenya,40.0,2,2,1,1
2066,kenya,41.0,1,3,3,1
2067,kenya,42.0,1,3,2,2
2068,kenya,38.0,1,9,2,1
2069,kenya,30.0,2,3,1,1
2070,kenya,42.0,1,3,2,2
2071,kenya,32.0,2,6,1,2
2072,kenya,32.0,1,3,1,2
2073,kenya,27.0,1,1,2,2
2074,kenya,32.0,2,6,1,1
2075,kenya,70.0,2,6,1,2
2076,kenya,36.0,2,3,1,2
2077,kenya,49.0,2,6,1,2
2078,kenya,32.0,2,6,1,1
2079,kenya,31.0,2,3,1,2
2080,kenya,24.0,2,3,1,1
2081,kenya,46.0,1,6,1,2
2082,kenya,32.0,2,6,1,2
2083,kenya,15.0,2,1,2,1
2084,kenya,30.0,2,3,1,1
2085,kenya,40.0,2,3,2,2
2086,kenya,43.0,1,2,4,2
2087,kenya,30.0,2,3,2,1
2088,kenya,21.0,2,3,2,2
2089,kenya,36.0,2,3,1,1
2090,kenya,35.0,2,2,1,2
2091,kenya,26.0,2,3,2,1
2092,kenya,20.0,1,1,1,2
2093,kenya,23.0,2,3,1,2
2094,kenya,25.0,2,3,1,2
2095,kenya,22.0,2,3,2,1
2096,kenya,33.0,2,3,2,1
2097,kenya,22.0,2,3,4,1
2098,kenya,66.0,2,6,1,2
2099,kenya,30.0,1,3,2,2
2100,kenya,24.0,2,6,2,2
2101,kenya,19.0,2,3,3,1
2102,kenya,20.0,2,3,3,1
2103,kenya,27.0,2,3,1,2
2104,kenya,18.0,2,3,3,1
2105,kenya,25.0,2,3,1,2
2106,kenya,45.0,2,2,1,2
2107,kenya,19.0,1,1,2,2
2108,kenya,16.0,1,1,4,1
2109,kenya,23.0,1,3,5,1
2110,kenya,49.0,1,3,3,1
2111,kenya,38.0,2,7,3,1
2112,kenya,43.0,2,3,10,1
2113,kenya,52.0,2,3,2,2
2114,kenya,22.0,2,1,11,2
2115,kenya,27.0,1,3,3,1
2116,kenya,28.0,1,1,3,1
2117,kenya,41.0,1,1,5,1
2118,kenya,25.0,2,1,2,2
2119,kenya,30.0,2,5,9,1
2120,kenya,63.0,1,3,3,1
2121,kenya,33.0,2,3,3,2
2122,kenya,37.0,1,3,2,1
2123,kenya,56.0,1,5,4,1
2124,kenya,28.0,1,3,5,1
2125,kenya,17.0,1,1,2,1
2126,kenya,45.0,1,7,9,1
2127,kenya,52.0,2,3,3,1
2128,kenya,33.0,2,1,5,1
2129,kenya,50.0,2,3,2,1
2130,kenya,36.0,2,3,5,2
2131,kenya,66.0,2,6,1,1
2132,kenya,31.0,2,8,2,1
2133,kenya,62.0,1,5,5,2
2134,kenya,19.0,1,1,10,1
2135,kenya,21.0,1,1,10,1
2136,kenya,18.0,2,1,4,1
2137,kenya,28.0,1,3,2,2
2138,kenya,42.0,2,3,11,1
2139,kenya,17.0,2,1,2,1
2140,kenya,28.0,1,3,3,1
2141,kenya,56.0,1,4,1,1
2142,kenya,26.0,1,3,1,1
2143,kenya,22.0,1,1,5,1
2144,kenya,33.0,1,3,1,1
2145,kenya,68.0,1,2,13,1
2146,kenya,44.0,1,4,1,1
2147,kenya,39.0,1,3,1,1
2148,kenya,30.0,1,3,3,1
2149,kenya,47.0,1,3,1,1
2150,kenya,30.0,1,1,5,1
2151,kenya,30.0,2,1,4,1
2152,kenya,22.0,2,1,3,1
2153,kenya,50.0,1,2,9,1
2154,kenya,60.0,2,3,1,1
2155,kenya,30.0,2,3,1,1
2156,kenya,30.0,2,3,13,1
2157,kenya,50.0,2,3,13,2
2158,kenya,60.0,2,3,1,2
2159,kenya,39.0,1,3,13,1
2160,kenya,36.0,2,6,13,2
2161,kenya,35.0,1,1,4,1
2162,kenya,28.0,2,3,13,1
2163,kenya,15.0,1,2,13,2
2164,kenya,26.0,1,1,1,1
2165,kenya,50.0,2,3,13,2
2166,kenya,52.0,1,2,1,1
2167,kenya,34.0,1,3,2,1
2168,kenya,38.0,2,1,4,1
2169,kenya,28.0,2,1,1,1
2170,kenya,19.0,2,3,13,1
2171,kenya,60.0,2,4,2,1
2172,kenya,29.0,2,4,2,1
2173,kenya,37.0,1,1,1,1
2174,kenya,28.0,2,2,3,1
2175,kenya,19.0,1,1,4,1
2176,kenya,50.0,2,4,2,2
2177,kenya,28.0,1,1,5,1
2178,kenya,70.0,1,2,13,1
2179,kenya,20.0,1,2,13,2
2180,kenya,18.0,2,1,2,1
2181,kenya,30.0,2,3,3,1
2182,kenya,64.0,1,3,2,1
2183,kenya,47.0,1,3,3,1
2184,kenya,23.0,1,1,4,1
2185,kenya,27.0,1,1,4,1
2186,kenya,60.0,2,6,2,2
2187,kenya,50.0,2,3,2,2
2188,kenya,60.0,2,2,1,2
2189,kenya,25.0,1,2,13,2
2190,kenya,32.0,2,3,3,1
2191,kenya,54.0,2,5,3,1
2192,kenya,24.0,2,1,4,1
2193,kenya,28.0,2,1,3,1
2194,kenya,47.0,2,1,2,2
2195,kenya,72.0,1,3,2,2
2196,kenya,70.0,1,3,2,2
2197,kenya,81.0,1,3,4,1
2198,kenya,48.0,1,3,3,2
2199,kenya,24.0,1,1,4,1
2200,kenya,48.0,2,5,1,1
2201,kenya,19.0,2,1,5,1
2202,kenya,27.0,1,1,3,1
2203,kenya,38.0,2,3,4,2
2204,kenya,55.0,2,3,2,2
2205,kenya,60.0,1,3,9,1
2206,kenya,25.0,2,3,3,1
2207,kenya,55.0,1,3,6,1
2208,kenya,51.0,1,5,5,2
2209,kenya,47.0,2,3,5,1
2210,kenya,31.0,2,3,3,1
2211,kenya,56.0,1,3,4,1
2212,kenya,57.0,1,3,2,2
2213,kenya,50.0,2,3,4,2
2214,kenya,25.0,2,3,5,2
2215,kenya,18.0,2,1,4,2
2216,kenya,29.0,2,7,3,1
2217,kenya,26.0,2,3,12,1
2218,kenya,17.0,2,1,4,1
2219,kenya,50.0,1,3,2,2
2220,kenya,36.0,2,3,3,1
2221,kenya,46.0,1,3,3,1
2222,kenya,15.0,2,1,4,1
2223,kenya,19.0,2,1,10,1
2224,kenya,18.0,2,8,2,1
2225,kenya,23.0,2,7,5,1
2226,kenya,31.0,2,1,3,2
2227,kenya,69.0,1,7,4,1
2228,kenya,27.0,2,7,4,1
2229,kenya,61.0,2,3,4,1
2230,kenya,67.0,1,3,3,2
2231,kenya,70.0,1,3,3,2
2232,kenya,59.0,1,3,1,2
2233,kenya,38.0,1,3,2,2
2234,kenya,21.0,1,1,2,2
2235,kenya,35.0,2,3,3,1
2236,kenya,38.0,1,3,2,1
2237,kenya,65.0,2,3,4,1
2238,kenya,60.0,2,6,3,1
2239,kenya,64.0,2,3,3,1
2240,kenya,50.0,2,3,1,2
2241,kenya,21.0,2,2,2,1
2242,kenya,36.0,2,6,1,2
2243,kenya,30.0,1,3,1,1
2244,kenya,30.0,2,3,1,2
2245,kenya,55.0,2,1,1,2
2246,kenya,33.0,2,1,1,2
2247,kenya,79.0,1,2,1,2
2248,kenya,35.0,2,2,1,2
2249,kenya,31.0,2,6,1,2
2250,kenya,25.0,2,3,1,2
2251,kenya,26.0,2,3,1,2
2252,kenya,30.0,1,3,2,1
2253,kenya,25.0,2,1,11,1
2254,kenya,38.0,2,6,1,2
2255,kenya,85.0,1,3,1,2
2256,kenya,18.0,2,1,4,1
2257,kenya,20.0,2,7,1,2
2258,kenya,78.0,2,6,1,2
2259,kenya,25.0,2,6,1,2
2260,kenya,23.0,2,3,3,1
2261,kenya,24.0,2,1,2,2
2262,kenya,35.0,2,3,1,1
2263,kenya,24.0,2,3,1,2
2264,kenya,15.0,1,1,4,1
2265,kenya,57.0,1,7,3,1
2266,kenya,22.0,2,7,2,1
2267,kenya,30.0,2,3,1,2
2268,kenya,25.0,2,3,1,2
2269,kenya,55.0,1,3,1,2
2270,kenya,29.0,2,2,1,2
2271,kenya,29.0,2,1,1,2
2272,kenya,65.0,1,2,2,2
2273,kenya,39.0,1,2,3,2
2274,kenya,28.0,2,1,1,2
2275,kenya,25.0,1,3,1,2
2276,kenya,24.0,1,1,14,1
2277,kenya,21.0,2,1,2,1
2278,kenya,40.0,2,7,2,1
2279,kenya,43.0,2,7,1,1
2280,kenya,57.0,1,3,9,1
2281,kenya,33.0,2,3,5,1
2282,kenya,37.0,2,1,3,1
2283,kenya,42.0,2,1,2,2
2284,kenya,64.0,1,3,2,1
2285,kenya,39.0,2,3,3,1
2286,kenya,42.0,1,3,2,1
2287,kenya,45.0,2,6,4,1
2288,kenya,37.0,1,3,3,1
2289,kenya,42.0,1,3,3,1
2290,kenya,28.0,2,3,2,1
2291,kenya,78.0,1,3,4,1
2292,kenya,29.0,1,3,3,1
2293,kenya,31.0,1,3,5,1
2294,kenya,27.0,2,1,9,1
2295,kenya,19.0,2,1,5,1
2296,kenya,38.0,2,3,6,1
2297,kenya,27.0,2,1,3,1
2298,kenya,49.0,1,3,10,1
2299,kenya,32.0,2,1,3,1
2300,kenya,30.0,2,3,3,2
2301,kenya,47.0,1,3,5,1
2302,kenya,68.0,1,3,5,1
2303,kenya,26.0,1,1,3,1
2304,kenya,35.0,2,1,5,1
2305,kenya,42.0,2,3,4,1
2306,kenya,45.0,1,3,5,1
2307,kenya,63.0,2,3,1,1
2308,kenya,31.0,2,3,10,2
2309,kenya,30.0,2,3,3,2
2310,kenya,34.0,2,3,4,2
2311,kenya,35.0,2,3,2,1
2312,kenya,22.0,2,3,5,1
2313,kenya,26.0,1,2,1,1
2314,kenya,32.0,2,2,1,1
2315,kenya,48.0,1,2,2,1
2316,kenya,36.0,2,3,2,1
2317,kenya,48.0,1,3,2,1
2318,kenya,15.0,2,1,3,2
2319,kenya,22.0,1,1,3,1
2320,kenya,50.0,2,3,5,1
2321,kenya,33.0,1,7,5,1
2322,kenya,18.0,2,3,4,1
2323,kenya,63.0,1,3,4,1
2324,kenya,55.0,2,3,3,1
2325,kenya,28.0,1,3,4,1
2326,kenya,24.0,1,1,2,1
2327,kenya,32.0,1,3,2,1
2328,kenya,39.0,1,3,2,2
2329,kenya,35.0,1,3,4,1
2330,kenya,22.0,2,1,5,1
2331,kenya,40.0,2,3,3,2
2332,kenya,40.0,1,5,4,1
2333,kenya,35.0,2,1,4,2
2334,kenya,31.0,1,3,5,1
2335,kenya,18.0,2,1,5,1
2336,kenya,66.0,1,3,2,2
2337,kenya,38.0,1,4,4,1
2338,kenya,25.0,2,3,5,1
2339,kenya,39.0,1,3,3,1
2340,kenya,32.0,2,6,1,1
2341,kenya,30.0,2,3,1,2
2342,kenya,58.0,1,3,2,2
2343,kenya,42.0,1,3,3,1
2344,kenya,31.0,2,3,2,2
2345,kenya,90.0,1,2,1,2
2346,kenya,35.0,2,3,7,1
2347,kenya,18.0,2,1,4,2
2348,kenya,18.0,2,1,2,2
2349,kenya,40.0,1,3,9,1
2350,kenya,55.0,2,6,3,1
2351,kenya,72.0,2,3,4,1
2352,kenya,21.0,2,1,3,1
2353,kenya,18.0,2,1,6,1
2354,kenya,32.0,1,3,9,1
2355,kenya,21.0,1,1,4,1
2356,kenya,32.0,2,3,3,1
2357,kenya,23.0,2,1,11,1
2358,kenya,16.0,1,1,4,2
2359,kenya,19.0,1,1,4,1
2360,kenya,40.0,2,3,2,2
2361,kenya,33.0,2,6,2,2
2362,kenya,38.0,2,3,2,1
2363,kenya,30.0,1,3,2,2
2364,kenya,27.0,2,3,2,1
2365,kenya,57.0,2,6,2,2
2366,kenya,25.0,2,3,3,1
2367,kenya,75.0,1,3,2,1
2368,kenya,79.0,1,3,2,1
2369,kenya,58.0,1,2,3,1
2370,kenya,18.0,2,1,3,1
2371,kenya,54.0,1,3,9,1
2372,kenya,54.0,1,3,2,1
2373,kenya,30.0,2,2,3,1
2374,kenya,51.0,2,3,2,1
2375,kenya,36.0,2,3,3,1
2376,kenya,47.0,1,3,5,1
2377,kenya,15.0,2,1,2,1
2378,kenya,33.0,1,1,3,1
2379,kenya,17.0,2,1,4,2
2380,kenya,61.0,1,3,2,1
2381,kenya,25.0,1,1,3,1
2382,kenya,24.0,2,2,4,1
2383,kenya,26.0,2,3,2,1
2384,kenya,37.0,1,2,2,1
2385,kenya,43.0,2,3,4,1
2386,kenya,42.0,2,3,4,1
2387,kenya,23.0,2,1,5,1
2388,kenya,45.0,1,3,4,1
2389,kenya,31.0,1,3,5,2
2390,kenya,57.0,2,3,2,1
2391,kenya,32.0,2,3,2,1
2392,kenya,35.0,2,3,3,1
2393,kenya,35.0,2,3,5,1
2394,kenya,50.0,2,6,3,1
2395,kenya,40.0,1,3,9,1
2396,kenya,32.0,2,3,3,2
2397,kenya,26.0,2,3,9,1
2398,kenya,32.0,2,5,3,1
2399,kenya,48.0,2,3,3,2
2400,kenya,43.0,1,1,3,1
2401,kenya,55.0,1,3,4,1
2402,kenya,52.0,1,2,2,1
2403,kenya,18.0,2,1,4,2
2404,kenya,47.0,1,3,2,1
2405,kenya,21.0,1,1,2,1
2406,kenya,20.0,2,3,1,1
2407,kenya,22.0,1,3,3,1
2408,kenya,42.0,2,3,1,1
2409,kenya,17.0,1,1,4,1
2410,kenya,25.0,1,1,4,1
2411,kenya,26.0,2,3,3,1
2412,kenya,47.0,2,5,2,1
2413,kenya,28.0,1,3,7,1
2414,kenya,48.0,2,5,1,1
2415,kenya,20.0,1,1,5,1
2416,kenya,29.0,2,1,2,1
2417,kenya,20.0,2,1,5,1
2418,kenya,23.0,1,1,3,2
2419,kenya,17.0,2,1,4,1
2420,kenya,60.0,1,3,1,1
2421,kenya,41.0,1,3,3,1
2422,kenya,24.0,2,1,2,1
2423,kenya,61.0,2,6,1,2
2424,kenya,26.0,2,3,2,1
2425,kenya,28.0,2,4,1,1
2426,kenya,70.0,1,3,1,1
2427,kenya,31.0,2,2,1,1
2428,kenya,30.0,2,5,1,1
2429,kenya,26.0,1,1,3,1
2430,kenya,73.0,1,3,1,1
2431,kenya,16.0,2,1,2,1
2432,kenya,43.0,1,3,4,1
2433,kenya,25.0,2,5,3,1
2434,kenya,18.0,2,1,4,1
2435,kenya,45.0,1,3,11,1
2436,kenya,58.0,2,6,1,1
2437,kenya,32.0,2,3,5,1
2438,kenya,40.0,2,3,3,1
2439,kenya,24.0,2,3,5,1
2440,kenya,16.0,1,1,4,2
2441,kenya,56.0,1,3,3,1
2442,kenya,19.0,1,1,4,1
2443,kenya,38.0,2,3,3,2
2444,kenya,26.0,2,3,4,1
2445,kenya,31.0,1,3,11,1
2446,kenya,37.0,2,3,3,1
2447,kenya,34.0,2,2,7,1
2448,kenya,55.0,2,6,6,1
2449,kenya,29.0,2,3,7,1
2450,kenya,55.0,1,3,3,1
2451,kenya,30.0,1,3,3,1
2452,kenya,17.0,1,1,3,1
2453,kenya,50.0,1,3,3,2
2454,kenya,16.0,1,1,2,1
2455,kenya,45.0,1,2,4,1
2456,kenya,61.0,1,2,3,2
2457,kenya,55.0,1,3,2,1
2458,kenya,31.0,2,3,3,1
2459,kenya,45.0,2,2,4,1
2460,kenya,24.0,1,3,4,1
2461,kenya,85.0,1,3,2,1
2462,kenya,33.0,1,2,2,1
2463,kenya,30.0,1,1,2,1
2464,kenya,48.0,1,2,2,1
2465,kenya,45.0,2,6,2,1
2466,kenya,32.0,2,2,1,1
2467,kenya,26.0,1,1,10,1
2468,kenya,31.0,1,3,2,1
2469,kenya,31.0,2,3,2,1
2470,kenya,23.0,2,3,3,1
2471,kenya,63.0,1,3,4,1
2472,kenya,40.0,2,3,3,2
2473,kenya,19.0,2,3,2,1
2474,kenya,35.0,1,3,2,1
2475,kenya,24.0,1,7,4,1
2476,kenya,36.0,1,3,3,2
2477,kenya,29.0,2,2,3,1
2478,kenya,47.0,2,6,4,1
2479,kenya,36.0,2,5,2,1
2480,kenya,33.0,1,3,5,1
2481,kenya,15.0,2,1,2,2
2482,kenya,53.0,2,3,5,1
2483,kenya,40.0,2,3,9,1
2484,kenya,48.0,2,1,5,2
2485,kenya,25.0,1,1,10,2
2486,kenya,19.0,1,1,10,1
2487,kenya,71.0,2,6,1,2
2488,kenya,50.0,2,1,3,1
2489,kenya,22.0,2,1,10,2
2490,kenya,20.0,2,3,3,2
2491,kenya,27.0,2,3,3,1
2492,kenya,48.0,2,3,2,1
2493,kenya,18.0,1,1,4,1
2494,kenya,20.0,1,3,2,1
2495,kenya,31.0,2,3,3,1
2496,kenya,24.0,2,3,3,1
2497,kenya,18.0,2,1,4,1
2498,kenya,15.0,2,1,2,1
2499,kenya,49.0,2,6,2,1
2500,kenya,21.0,1,1,5,1
2501,kenya,46.0,2,4,2,1
2502,kenya,31.0,1,3,4,1
2503,kenya,28.0,2,3,8,1
2504,kenya,26.0,2,3,5,1
2505,kenya,30.0,1,3,2,1
2506,kenya,35.0,2,6,9,1
2507,kenya,19.0,1,1,5,1
2508,kenya,32.0,2,3,9,1
2509,kenya,15.0,1,1,2,2
2510,kenya,56.0,1,3,2,1
2511,kenya,30.0,1,3,3,1
2512,kenya,47.0,1,2,5,1
2513,kenya,25.0,2,3,4,1
2514,kenya,56.0,2,6,2,1
2515,kenya,41.0,2,5,2,2
2516,kenya,40.0,2,3,5,2
2517,kenya,31.0,2,2,3,2
2518,kenya,37.0,1,3,2,1
2519,kenya,18.0,1,1,4,1
2520,kenya,21.0,2,2,2,1
2521,kenya,16.0,2,1,4,1
2522,kenya,42.0,2,6,1,2
2523,kenya,63.0,1,4,2,1
2524,kenya,38.0,2,2,2,1
2525,kenya,59.0,2,3,1,2
2526,kenya,22.0,1,3,3,1
2527,kenya,35.0,2,3,2,1
2528,kenya,16.0,1,1,4,2
2529,kenya,17.0,2,1,3,1
2530,kenya,60.0,1,3,2,1
2531,kenya,36.0,1,3,3,1
2532,kenya,26.0,1,3,4,1
2533,kenya,27.0,2,4,4,1
2534,kenya,18.0,1,1,4,1
2535,kenya,30.0,2,3,5,1
2536,kenya,20.0,2,1,5,1
2537,kenya,28.0,2,3,3,1
2538,kenya,21.0,2,3,2,1
2539,kenya,48.0,2,3,2,1
2540,kenya,90.0,2,6,1,1
2541,kenya,27.0,2,3,3,2
2542,kenya,43.0,2,6,2,1
2543,kenya,57.0,2,6,1,1
2544,kenya,16.0,2,1,4,2
2545,kenya,59.0,1,3,2,1
2546,kenya,16.0,1,1,4,1
2547,kenya,44.0,2,6,2,1
2548,kenya,25.0,1,1,3,1
2549,kenya,45.0,2,3,2,1
2550,kenya,16.0,2,1,4,1
2551,kenya,30.0,1,3,4,1
2552,kenya,30.0,2,3,4,2
2553,kenya,18.0,2,3,3,1
2554,kenya,44.0,1,3,3,1
2555,kenya,67.0,1,3,4,1
2556,kenya,21.0,2,3,3,1
2557,kenya,65.0,2,6,2,1
2558,kenya,57.0,1,3,4,2
2559,kenya,38.0,2,3,2,2
2560,kenya,40.0,2,3,3,1
2561,kenya,30.0,1,3,3,1
2562,kenya,54.0,2,6,2,1
2563,kenya,46.0,1,3,2,2
2564,kenya,67.0,1,6,2,2
2565,kenya,19.0,1,1,4,1
2566,kenya,18.0,1,1,4,1
2567,kenya,24.0,2,3,5,1
2568,kenya,52.0,2,6,2,2
2569,kenya,18.0,2,1,4,1
2570,kenya,61.0,2,3,1,2
2571,kenya,38.0,2,3,3,1
2572,kenya,28.0,1,3,10,1
2573,kenya,29.0,1,2,2,1
2574,kenya,62.0,2,6,1,1
2575,kenya,18.0,1,1,4,1
2576,kenya,33.0,2,2,4,2
2577,kenya,39.0,2,2,2,2
2578,kenya,30.0,2,6,4,1
2579,kenya,68.0,2,6,2,2
2580,kenya,18.0,2,1,4,1
2581,kenya,39.0,2,3,4,1
2582,kenya,27.0,2,3,2,1
2583,kenya,31.0,2,3,8,1
2584,kenya,39.0,2,3,9,1
2585,kenya,34.0,1,3,9,1
2586,kenya,15.0,1,1,2,1
2587,kenya,51.0,2,3,2,1
2588,kenya,38.0,2,3,7,1
2589,kenya,61.0,1,3,2,2
2590,kenya,48.0,2,2,2,2
2591,kenya,22.0,2,3,2,1
2592,kenya,21.0,1,1,4,1
2593,kenya,30.0,2,3,2,1
2594,kenya,63.0,2,6,1,2
2595,kenya,50.0,2,2,2,1
2596,kenya,48.0,2,2,3,1
2597,kenya,28.0,2,3,3,1
2598,kenya,43.0,2,3,5,1
2599,kenya,30.0,2,3,2,1
2600,kenya,17.0,2,1,4,1
2601,kenya,39.0,2,3,3,1
2602,kenya,17.0,2,1,4,1
2603,kenya,29.0,1,1,7,1
2604,kenya,48.0,2,5,2,1
2605,kenya,30.0,2,3,2,1
2606,kenya,18.0,2,1,5,1
2607,kenya,24.0,1,1,3,1
2608,kenya,58.0,1,3,2,1
2609,kenya,23.0,2,3,3,1
2610,kenya,21.0,1,1,3,1
2611,kenya,18.0,1,1,4,1
2612,kenya,26.0,2,5,3,1
2613,kenya,70.0,1,3,3,1
2614,kenya,51.0,2,6,2,1
2615,kenya,42.0,2,1,3,1
2616,kenya,67.0,1,3,3,1
2617,kenya,30.0,2,3,3,1
2618,kenya,76.0,2,6,2,1
2619,kenya,65.0,1,3,4,1
2620,kenya,15.0,1,1,2,2
2621,kenya,52.0,1,3,2,1
