,country,age,gender,marital_status,education_level,funnel|exposure,funnel|enrollment,funnel|usage_basic,funnel|usage_sophisticated,funnel|usage,funnel|recent,funnel|longevity,funnel|frequent,funnel|retention
4260,nigeria,30.0,2,3,8,False,False,False,False,False,False,False,False,False
4261,nigeria,60.0,1,3,3,False,False,False,False,False,False,False,False,False
4262,nigeria,30.0,2,3,1,False,False,False,False,False,False,False,False,False
4263,nigeria,35.0,2,7,10,False,False,False,False,False,False,False,False,False
4264,nigeria,20.0,1,1,5,False,False,False,False,False,False,False,False,False
4265,nigeria,38.0,1,2,5,False,False,False,False,False,False,False,False,False
4266,nigeria,18.0,2,1,4,False,False,False,False,False,False,False,False,False
4267,nigeria,32.0,1,1,9,True,False,False,False,False,False,False,False,False
4268,nigeria,25.0,2,2,3,False,False,False,False,False,False,False,False,False
4269,nigeria,32.0,1,5,2,False,False,False,False,False,False,False,False,False
4270,nigeria,37.0,1,2,3,False,False,False,False,False,False,False,False,False
4271,nigeria,25.0,2,1,5,False,False,False,False,False,False,False,False,False
4272,nigeria,57.0,1,2,3,False,False,False,False,False,False,False,False,False
4273,nigeria,36.0,1,3,4,False,False,False,False,False,False,False,False,False
4274,nigeria,40.0,1,2,1,False,False,False,False,False,False,False,False,False
4275,nigeria,28.0,1,2,4,False,False,False,False,False,False,False,False,False
4276,nigeria,25.0,1,3,1,False,False,False,False,False,False,False,False,False
4277,nigeria,26.0,1,1,10,True,False,False,False,False,False,False,False,False
4278,nigeria,53.0,1,2,3,False,False,False,False,False,False,False,False,False
4279,nigeria,55.0,1,2,1,False,False,False,False,False,False,False,False,False
4280,nigeria,31.0,1,3,5,False,False,False,False,False,False,False,False,False
4281,nigeria,55.0,1,2,1,False,False,False,False,False,False,False,False,False
4282,nigeria,28.0,1,1,9,False,False,False,False,False,False,False,False,False
4283,nigeria,28.0,1,1,5,False,False,False,False,False,False,False,False,False
4284,nigeria,38.0,2,1,4,False,False,False,False,False,False,False,False,False
4285,nigeria,18.0,2,1,5,False,False,False,False,False,False,False,False,False
4286,nigeria,27.0,1,1,5,False,False,False,False,False,False,False,False,False
4287,nigeria,46.0,2,3,10,False,False,False,False,False,False,False,False,False
4288,nigeria,45.0,1,3,9,True,False,False,False,False,False,False,False,False
4289,nigeria,29.0,2,1,10,False,False,False,False,False,False,False,False,False
4290,nigeria,26.0,1,1,5,False,False,False,False,False,False,False,False,False
4291,nigeria,36.0,2,3,5,False,False,False,False,False,False,False,False,False
4292,nigeria,30.0,2,3,3,False,False,False,False,False,False,False,False,False
4293,nigeria,37.0,2,3,9,False,False,False,False,False,False,False,False,False
4294,nigeria,18.0,2,1,4,False,False,False,False,False,False,False,False,False
4295,nigeria,24.0,2,3,5,False,False,False,False,False,False,False,False,False
4296,nigeria,29.0,2,1,1,False,False,False,False,False,False,False,False,False
4297,nigeria,34.0,2,1,12,False,False,False,False,False,False,False,False,False
4298,nigeria,28.0,1,1,1,False,False,False,False,False,False,False,False,False
4299,nigeria,25.0,1,1,9,True,False,False,False,False,False,False,False,False
4300,nigeria,20.0,1,1,3,False,False,False,False,False,False,False,False,False
4301,nigeria,35.0,2,2,5,False,False,False,False,False,False,False,False,False
4302,nigeria,55.0,1,2,1,False,False,False,False,False,False,False,False,False
4303,nigeria,30.0,2,3,9,False,False,False,False,False,False,False,False,False
4304,nigeria,35.0,2,2,4,False,False,False,False,False,False,False,False,False
4305,nigeria,32.0,2,2,4,False,False,False,False,False,False,False,False,False
4306,nigeria,35.0,1,3,4,False,False,False,False,False,False,False,False,False
4307,nigeria,45.0,1,3,4,False,False,False,False,False,False,False,False,False
4308,nigeria,28.0,2,3,5,False,False,False,False,False,False,False,False,False
4309,nigeria,25.0,2,3,5,False,False,False,False,False,False,False,False,False
4310,nigeria,26.0,2,1,4,False,False,False,False,False,False,False,False,False
4311,nigeria,18.0,2,1,4,False,False,False,False,False,False,False,False,False
4312,nigeria,28.0,1,5,3,False,False,False,False,False,False,False,False,False
4313,nigeria,22.0,2,3,5,False,False,False,False,False,False,False,False,False
4314,nigeria,29.0,2,1,10,False,False,False,False,False,False,False,False,False
4315,nigeria,30.0,1,1,11,True,False,False,False,False,False,False,False,False
4316,nigeria,27.0,2,1,5,False,False,False,False,False,False,False,False,False
4317,nigeria,38.0,1,1,10,True,False,False,False,False,False,False,False,False
4318,nigeria,50.0,1,3,9,True,False,False,False,False,False,False,False,False
4319,nigeria,22.0,2,1,1,False,False,False,False,False,False,False,False,False
4320,nigeria,47.0,1,1,9,False,False,False,False,False,False,False,False,False
4321,nigeria,30.0,1,1,1,False,False,False,False,False,False,False,False,False
4322,nigeria,22.0,2,1,8,True,False,False,False,False,False,False,False,False
4323,nigeria,35.0,1,1,11,True,True,True,False,True,True,True,False,False
4324,nigeria,25.0,1,1,5,True,False,False,False,False,False,False,False,False
4325,nigeria,25.0,2,1,9,True,False,False,False,False,False,False,False,False
4326,nigeria,28.0,2,3,9,False,False,False,False,False,False,False,False,False
4327,nigeria,26.0,1,1,5,False,False,False,False,False,False,False,False,False
4328,nigeria,45.0,1,2,5,False,False,False,False,False,False,False,False,False
4329,nigeria,29.0,2,2,3,False,False,False,False,False,False,False,False,False
4330,nigeria,26.0,2,4,4,False,False,False,False,False,False,False,False,False
4331,nigeria,28.0,2,5,9,False,False,False,False,False,False,False,False,False
4332,nigeria,20.0,1,1,5,False,False,False,False,False,False,False,False,False
4333,nigeria,36.0,1,3,4,False,False,False,False,False,False,False,False,False
4334,nigeria,30.0,1,1,5,True,False,False,False,False,False,False,False,False
4335,nigeria,15.0,1,1,4,False,False,False,False,False,False,False,False,False
4336,nigeria,50.0,1,3,1,False,False,False,False,False,False,False,False,False
4337,nigeria,30.0,2,1,4,False,False,False,False,False,False,False,False,False
4338,nigeria,50.0,2,3,5,False,False,False,False,False,False,False,False,False
4339,nigeria,25.0,2,2,3,False,False,False,False,False,False,False,False,False
4340,nigeria,29.0,1,1,10,False,False,False,False,False,False,False,False,False
4341,nigeria,20.0,1,1,5,False,False,False,False,False,False,False,False,False
4342,nigeria,28.0,1,5,3,False,False,False,False,False,False,False,False,False
4343,nigeria,20.0,1,1,5,True,False,False,False,False,False,False,False,False
4344,nigeria,25.0,1,1,3,False,False,False,False,False,False,False,False,False
4345,nigeria,18.0,1,1,5,False,False,False,False,False,False,False,False,False
4346,nigeria,25.0,2,2,5,False,False,False,False,False,False,False,False,False
4347,nigeria,25.0,1,1,5,False,False,False,False,False,False,False,False,False
4348,nigeria,21.0,1,1,5,False,False,False,False,False,False,False,False,False
4349,nigeria,23.0,1,1,3,False,False,False,False,False,False,False,False,False
4350,nigeria,30.0,1,1,5,False,False,False,False,False,False,False,False,False
4351,nigeria,25.0,1,1,1,False,False,False,False,False,False,False,False,False
4352,nigeria,40.0,1,1,1,False,False,False,False,False,False,False,False,False
4353,nigeria,60.0,1,5,5,False,False,False,False,False,False,False,False,False
4354,nigeria,28.0,2,1,5,False,False,False,False,False,False,False,False,False
4355,nigeria,30.0,1,1,1,False,False,False,False,False,False,False,False,False
4356,nigeria,22.0,1,3,5,False,False,False,False,False,False,False,False,False
4357,nigeria,25.0,1,1,5,True,False,False,False,False,False,False,False,False
4358,nigeria,15.0,1,1,3,False,False,False,False,False,False,False,False,False
4359,nigeria,25.0,2,3,3,False,False,False,False,False,False,False,False,False
4360,nigeria,50.0,2,3,5,False,False,False,False,False,False,False,False,False
4361,nigeria,35.0,1,1,11,True,False,False,False,False,False,False,False,False
4362,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4363,nigeria,20.0,1,1,5,False,False,False,False,False,False,False,False,False
4364,nigeria,32.0,1,3,8,True,False,False,False,False,False,False,False,False
4365,nigeria,23.0,1,1,5,False,False,False,False,False,False,False,False,False
4366,nigeria,55.0,1,2,1,False,False,False,False,False,False,False,False,False
4367,nigeria,40.0,1,3,8,False,False,False,False,False,False,False,False,False
4368,nigeria,29.0,2,1,5,False,False,False,False,False,False,False,False,False
4369,nigeria,33.0,2,3,10,False,False,False,False,False,False,False,False,False
4370,nigeria,34.0,2,3,5,False,False,False,False,False,False,False,False,False
4371,nigeria,35.0,2,6,9,False,False,False,False,False,False,False,False,False
4372,nigeria,22.0,1,1,5,True,False,False,False,False,False,False,False,False
4373,nigeria,18.0,2,1,4,False,False,False,False,False,False,False,False,False
4374,nigeria,22.0,2,1,5,False,False,False,False,False,False,False,False,False
4375,nigeria,,1,1,5,False,False,False,False,False,False,False,False,False
4376,nigeria,22.0,2,1,5,False,False,False,False,False,False,False,False,False
4377,nigeria,28.0,1,1,5,False,False,False,False,False,False,False,False,False
4378,nigeria,30.0,1,1,8,False,False,False,False,False,False,False,False,False
4379,nigeria,30.0,1,1,5,False,False,False,False,False,False,False,False,False
4380,nigeria,30.0,1,1,2,False,False,False,False,False,False,False,False,False
4381,nigeria,28.0,2,3,3,False,False,False,False,False,False,False,False,False
4382,nigeria,25.0,1,3,3,False,False,False,False,False,False,False,False,False
4383,nigeria,25.0,1,1,8,True,False,False,False,False,False,False,False,False
4384,nigeria,17.0,1,1,5,False,False,False,False,False,False,False,False,False
4385,nigeria,23.0,1,1,7,False,False,False,False,False,False,False,False,False
4386,nigeria,46.0,2,6,2,False,False,False,False,False,False,False,False,False
4387,nigeria,42.0,1,2,6,False,False,False,False,False,False,False,False,False
4388,nigeria,20.0,1,1,2,False,False,False,False,False,False,False,False,False
4389,nigeria,25.0,1,1,8,False,False,False,False,False,False,False,False,False
4390,nigeria,25.0,1,1,8,False,False,False,False,False,False,False,False,False
4391,nigeria,24.0,1,3,9,True,True,False,False,False,True,False,False,False
4392,nigeria,22.0,2,3,5,False,False,False,False,False,False,False,False,False
4393,nigeria,30.0,2,3,4,False,False,False,False,False,False,False,False,False
4394,nigeria,21.0,1,1,4,True,False,False,False,False,False,False,False,False
4395,nigeria,26.0,2,3,5,False,False,False,False,False,False,False,False,False
4396,nigeria,27.0,2,3,5,False,False,False,False,False,False,False,False,False
4397,nigeria,30.0,2,1,5,False,False,False,False,False,False,False,False,False
4398,nigeria,35.0,1,2,10,False,False,False,False,False,False,False,False,False
4399,nigeria,41.0,1,3,9,True,False,False,False,False,False,False,False,False
4400,nigeria,46.0,1,3,5,False,False,False,False,False,False,False,False,False
4401,nigeria,28.0,1,4,5,False,False,False,False,False,False,False,False,False
4402,nigeria,29.0,2,3,5,False,False,False,False,False,False,False,False,False
4403,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4404,nigeria,25.0,1,3,5,False,False,False,False,False,False,False,False,False
4405,nigeria,30.0,1,3,9,True,True,True,False,True,False,True,False,False
4406,nigeria,32.0,2,2,2,False,False,False,False,False,False,False,False,False
4407,nigeria,25.0,2,1,5,False,False,False,False,False,False,False,False,False
4408,nigeria,19.0,2,1,3,False,False,False,False,False,False,False,False,False
4409,nigeria,65.0,1,2,1,False,False,False,False,False,False,False,False,False
4410,nigeria,65.0,1,3,13,False,False,False,False,False,False,False,False,False
4411,nigeria,40.0,1,2,5,False,False,False,False,False,False,False,False,False
4412,nigeria,28.0,1,1,3,False,False,False,False,False,False,False,False,False
4413,nigeria,22.0,1,1,5,False,False,False,False,False,False,False,False,False
4414,nigeria,29.0,1,3,5,False,False,False,False,False,False,False,False,False
4415,nigeria,30.0,1,2,3,False,False,False,False,False,False,False,False,False
4416,nigeria,29.0,1,3,5,True,False,False,False,False,False,False,False,False
4417,nigeria,18.0,1,1,4,False,False,False,False,False,False,False,False,False
4418,nigeria,18.0,2,1,5,False,False,False,False,False,False,False,False,False
4419,nigeria,27.0,1,3,5,False,False,False,False,False,False,False,False,False
4420,nigeria,27.0,1,1,6,False,False,False,False,False,False,False,False,False
4421,nigeria,18.0,1,1,4,False,False,False,False,False,False,False,False,False
4422,nigeria,47.0,2,3,10,False,False,False,False,False,False,False,False,False
4423,nigeria,72.0,2,6,2,False,False,False,False,False,False,False,False,False
4424,nigeria,28.0,1,1,10,False,False,False,False,False,False,False,False,False
4425,nigeria,26.0,2,5,8,False,False,False,False,False,False,False,False,False
4426,nigeria,37.0,1,3,5,False,False,False,False,False,False,False,False,False
4427,nigeria,40.0,1,4,5,False,False,False,False,False,False,False,False,False
4428,nigeria,,1,3,7,False,False,False,False,False,False,False,False,False
4429,nigeria,39.0,2,6,5,False,False,False,False,False,False,False,False,False
4430,nigeria,36.0,2,1,5,False,False,False,False,False,False,False,False,False
4431,nigeria,66.0,2,6,1,False,False,False,False,False,False,False,False,False
4432,nigeria,70.0,2,6,1,False,False,False,False,False,False,False,False,False
4433,nigeria,20.0,1,2,3,False,False,False,False,False,False,False,False,False
4434,nigeria,62.0,1,2,1,False,False,False,False,False,False,False,False,False
4435,nigeria,18.0,1,3,1,False,False,False,False,False,False,False,False,False
4436,nigeria,32.0,2,3,5,False,False,False,False,False,False,False,False,False
4437,nigeria,31.0,1,3,4,False,False,False,False,False,False,False,False,False
4438,nigeria,20.0,1,1,3,False,False,False,False,False,False,False,False,False
4439,nigeria,36.0,2,3,5,False,False,False,False,False,False,False,False,False
4440,nigeria,38.0,2,3,8,False,False,False,False,False,False,False,False,False
4441,nigeria,42.0,1,3,11,False,False,False,False,False,False,False,False,False
4442,nigeria,44.0,1,2,7,False,False,False,False,False,False,False,False,False
4443,nigeria,43.0,1,3,5,False,False,False,False,False,False,False,False,False
4444,nigeria,20.0,2,1,8,True,False,False,False,False,False,False,False,False
4445,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4446,nigeria,44.0,1,3,5,True,False,False,False,False,False,False,False,False
4447,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4448,nigeria,22.0,1,1,10,True,False,False,False,False,False,False,False,False
4449,nigeria,64.0,1,3,5,False,False,False,False,False,False,False,False,False
4450,nigeria,19.0,1,1,5,False,False,False,False,False,False,False,False,False
4451,nigeria,45.0,1,3,5,False,False,False,False,False,False,False,False,False
4452,nigeria,40.0,2,2,2,False,False,False,False,False,False,False,False,False
4453,nigeria,48.0,1,2,5,False,False,False,False,False,False,False,False,False
4454,nigeria,38.0,2,3,2,False,False,False,False,False,False,False,False,False
4455,nigeria,27.0,1,1,5,False,False,False,False,False,False,False,False,False
4456,nigeria,30.0,1,3,3,False,False,False,False,False,False,False,False,False
4457,nigeria,35.0,1,3,5,False,False,False,False,False,False,False,False,False
4458,nigeria,35.0,2,3,5,False,False,False,False,False,False,False,False,False
4459,nigeria,50.0,1,3,5,False,False,False,False,False,False,False,False,False
4460,nigeria,54.0,2,3,3,False,False,False,False,False,False,False,False,False
4461,nigeria,55.0,2,3,3,False,False,False,False,False,False,False,False,False
4462,nigeria,19.0,2,2,1,False,False,False,False,False,False,False,False,False
4463,nigeria,37.0,1,5,1,False,False,False,False,False,False,False,False,False
4464,nigeria,40.0,2,3,3,False,False,False,False,False,False,False,False,False
4465,nigeria,33.0,1,3,9,True,False,False,False,False,False,False,False,False
4466,nigeria,55.0,2,6,1,False,False,False,False,False,False,False,False,False
4467,nigeria,33.0,2,1,1,False,False,False,False,False,False,False,False,False
4468,nigeria,54.0,2,6,4,False,False,False,False,False,False,False,False,False
4469,nigeria,32.0,2,1,3,True,False,False,False,False,False,False,False,False
4470,nigeria,40.0,1,3,8,True,False,False,False,False,False,False,False,False
4471,nigeria,30.0,2,3,10,True,False,False,False,False,False,False,False,False
4472,nigeria,25.0,2,1,9,True,False,False,False,False,False,False,False,False
4473,nigeria,38.0,1,1,4,False,False,False,False,False,False,False,False,False
4474,nigeria,36.0,1,3,11,True,True,True,False,True,True,False,False,False
4475,nigeria,23.0,1,1,5,False,False,False,False,False,False,False,False,False
4476,nigeria,30.0,1,1,2,True,False,False,False,False,False,False,False,False
4477,nigeria,32.0,1,1,1,False,False,False,False,False,False,False,False,False
4478,nigeria,30.0,1,1,3,False,False,False,False,False,False,False,False,False
4479,nigeria,49.0,1,3,9,False,False,False,False,False,False,False,False,False
4480,nigeria,32.0,1,1,8,False,False,False,False,False,False,False,False,False
4481,nigeria,26.0,1,1,5,False,False,False,False,False,False,False,False,False
4482,nigeria,32.0,2,3,5,False,False,False,False,False,False,False,False,False
4483,nigeria,30.0,2,3,11,True,False,False,False,False,False,False,False,False
4484,nigeria,21.0,1,1,5,True,False,False,False,False,False,False,False,False
4485,nigeria,54.0,1,3,3,False,False,False,False,False,False,False,False,False
4486,nigeria,28.0,2,1,5,False,False,False,False,False,False,False,False,False
4487,nigeria,50.0,2,4,6,False,False,False,False,False,False,False,False,False
4488,nigeria,40.0,1,3,5,False,False,False,False,False,False,False,False,False
4489,nigeria,45.0,2,3,5,False,False,False,False,False,False,False,False,False
4490,nigeria,33.0,1,1,5,True,False,False,False,False,False,False,False,False
4491,nigeria,30.0,2,1,11,True,False,False,False,False,False,False,False,False
4492,nigeria,32.0,2,5,9,False,False,False,False,False,False,False,False,False
4493,nigeria,25.0,1,1,2,False,False,False,False,False,False,False,False,False
4494,nigeria,40.0,1,3,11,True,False,False,False,False,False,False,False,False
4495,nigeria,33.0,2,3,10,False,False,False,False,False,False,False,False,False
4496,nigeria,29.0,2,1,3,False,False,False,False,False,False,False,False,False
4497,nigeria,40.0,1,4,5,True,False,False,False,False,False,False,False,False
4498,nigeria,39.0,2,3,10,False,False,False,False,False,False,False,False,False
4499,nigeria,31.0,2,1,8,False,False,False,False,False,False,False,False,False
4500,nigeria,24.0,1,1,9,False,False,False,False,False,False,False,False,False
4501,nigeria,20.0,1,1,4,False,False,False,False,False,False,False,False,False
4502,nigeria,22.0,1,1,5,False,False,False,False,False,False,False,False,False
4503,nigeria,24.0,2,3,5,False,False,False,False,False,False,False,False,False
4504,nigeria,25.0,2,3,8,False,False,False,False,False,False,False,False,False
4505,nigeria,35.0,2,3,3,False,False,False,False,False,False,False,False,False
4506,nigeria,18.0,1,1,5,True,False,False,False,False,False,False,False,False
4507,nigeria,43.0,2,3,5,True,False,False,False,False,False,False,False,False
4508,nigeria,38.0,2,3,5,False,False,False,False,False,False,False,False,False
4509,nigeria,35.0,2,3,5,False,False,False,False,False,False,False,False,False
4510,nigeria,36.0,1,3,5,True,False,False,False,False,False,False,False,False
4511,nigeria,28.0,2,3,5,False,False,False,False,False,False,False,False,False
4512,nigeria,30.0,1,1,11,True,False,False,False,False,False,False,False,False
4513,nigeria,23.0,1,7,9,True,False,False,False,False,False,False,False,False
4514,nigeria,35.0,2,1,5,False,False,False,False,False,False,False,False,False
4515,nigeria,22.0,1,1,5,False,False,False,False,False,False,False,False,False
4516,nigeria,30.0,2,3,3,False,False,False,False,False,False,False,False,False
4517,nigeria,30.0,1,1,8,False,False,False,False,False,False,False,False,False
4518,nigeria,32.0,1,1,7,False,False,False,False,False,False,False,False,False
4519,nigeria,20.0,2,1,8,True,False,False,False,False,False,False,False,False
4520,nigeria,25.0,2,1,5,False,False,False,False,False,False,False,False,False
4521,nigeria,64.0,2,6,5,False,False,False,False,False,False,False,False,False
4522,nigeria,20.0,1,2,8,True,False,False,False,False,False,False,False,False
4523,nigeria,20.0,1,1,5,True,False,False,False,False,False,False,False,False
4524,nigeria,35.0,2,1,4,True,False,False,False,False,False,False,False,False
4525,nigeria,29.0,1,3,9,False,False,False,False,False,False,False,False,False
4526,nigeria,20.0,1,3,9,False,False,False,False,False,False,False,False,False
4527,nigeria,54.0,1,2,5,False,False,False,False,False,False,False,False,False
4528,nigeria,53.0,2,2,3,False,False,False,False,False,False,False,False,False
4529,nigeria,25.0,1,1,10,False,False,False,False,False,False,False,False,False
4530,nigeria,35.0,2,4,5,False,False,False,False,False,False,False,False,False
4531,nigeria,50.0,2,4,7,False,False,False,False,False,False,False,False,False
4532,nigeria,27.0,2,1,11,True,False,False,False,False,False,False,False,False
4533,nigeria,28.0,1,1,8,True,False,False,False,False,False,False,False,False
4534,nigeria,35.0,1,3,3,False,False,False,False,False,False,False,False,False
4535,nigeria,55.0,1,2,1,False,False,False,False,False,False,False,False,False
4536,nigeria,30.0,2,1,5,False,False,False,False,False,False,False,False,False
4537,nigeria,38.0,2,6,6,False,False,False,False,False,False,False,False,False
4538,nigeria,20.0,1,1,5,False,False,False,False,False,False,False,False,False
4539,nigeria,28.0,1,1,8,True,False,False,False,False,False,False,False,False
4540,nigeria,21.0,1,1,5,False,False,False,False,False,False,False,False,False
4541,nigeria,27.0,2,1,7,False,False,False,False,False,False,False,False,False
4542,nigeria,19.0,2,1,5,False,False,False,False,False,False,False,False,False
4543,nigeria,18.0,1,1,3,False,False,False,False,False,False,False,False,False
4544,nigeria,23.0,1,1,5,False,False,False,False,False,False,False,False,False
4545,nigeria,24.0,1,1,11,False,False,False,False,False,False,False,False,False
4546,nigeria,21.0,1,1,9,False,False,False,False,False,False,False,False,False
4547,nigeria,28.0,1,1,3,False,False,False,False,False,False,False,False,False
4548,nigeria,24.0,1,1,4,False,False,False,False,False,False,False,False,False
4549,nigeria,30.0,2,1,5,False,False,False,False,False,False,False,False,False
4550,nigeria,38.0,1,3,5,False,False,False,False,False,False,False,False,False
4551,nigeria,50.0,2,3,5,False,False,False,False,False,False,False,False,False
4552,nigeria,30.0,1,3,5,False,False,False,False,False,False,False,False,False
4553,nigeria,33.0,2,3,8,True,False,False,False,False,False,False,False,False
4554,nigeria,43.0,2,3,5,False,False,False,False,False,False,False,False,False
4555,nigeria,18.0,2,1,5,False,False,False,False,False,False,False,False,False
4556,nigeria,60.0,1,1,3,False,False,False,False,False,False,False,False,False
4557,nigeria,27.0,2,3,5,False,False,False,False,False,False,False,False,False
4558,nigeria,25.0,2,1,5,True,False,False,False,False,False,False,False,False
4559,nigeria,35.0,1,1,9,False,False,False,False,False,False,False,False,False
4560,nigeria,46.0,1,3,8,True,False,False,False,False,False,False,False,False
4561,nigeria,20.0,1,1,1,False,False,False,False,False,False,False,False,False
4562,nigeria,30.0,1,1,5,False,False,False,False,False,False,False,False,False
4563,nigeria,40.0,2,3,2,False,False,False,False,False,False,False,False,False
4564,nigeria,38.0,1,3,9,True,False,False,False,False,False,False,False,False
4565,nigeria,32.0,2,3,9,False,False,False,False,False,False,False,False,False
4566,nigeria,40.0,1,3,9,False,False,False,False,False,False,False,False,False
4567,nigeria,36.0,1,1,3,False,False,False,False,False,False,False,False,False
4568,nigeria,30.0,1,3,3,False,False,False,False,False,False,False,False,False
4569,nigeria,24.0,2,3,3,False,False,False,False,False,False,False,False,False
4570,nigeria,24.0,1,1,3,False,False,False,False,False,False,False,False,False
4571,nigeria,24.0,1,1,2,False,False,False,False,False,False,False,False,False
4572,nigeria,20.0,1,1,5,True,True,True,False,True,True,False,True,False
4573,nigeria,65.0,2,3,5,False,False,False,False,False,False,False,False,False
4574,nigeria,69.0,1,3,3,False,False,False,False,False,False,False,False,False
4575,nigeria,35.0,1,3,8,False,False,False,False,False,False,False,False,False
4576,nigeria,35.0,1,3,5,False,False,False,False,False,False,False,False,False
4577,nigeria,53.0,2,5,2,False,False,False,False,False,False,False,False,False
4578,nigeria,21.0,2,1,5,False,False,False,False,False,False,False,False,False
4579,nigeria,65.0,2,6,1,False,False,False,False,False,False,False,False,False
4580,nigeria,50.0,2,2,5,False,False,False,False,False,False,False,False,False
4581,nigeria,29.0,1,1,3,False,False,False,False,False,False,False,False,False
4582,nigeria,54.0,2,6,3,False,False,False,False,False,False,False,False,False
4583,nigeria,21.0,2,1,5,False,False,False,False,False,False,False,False,False
4584,nigeria,33.0,1,3,6,False,False,False,False,False,False,False,False,False
4585,nigeria,35.0,1,1,10,True,False,False,False,False,False,False,False,False
4586,nigeria,18.0,2,1,5,False,False,False,False,False,False,False,False,False
4587,nigeria,20.0,1,1,10,True,False,False,False,False,False,False,False,False
4588,nigeria,20.0,1,1,9,False,False,False,False,False,False,False,False,False
4589,nigeria,28.0,2,3,3,False,False,False,False,False,False,False,False,False
4590,nigeria,45.0,1,3,5,False,False,False,False,False,False,False,False,False
4591,nigeria,38.0,2,3,5,False,False,False,False,False,False,False,False,False
4592,nigeria,28.0,1,3,5,False,False,False,False,False,False,False,False,False
4593,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4594,nigeria,29.0,1,3,5,False,False,False,False,False,False,False,False,False
4595,nigeria,18.0,2,1,5,True,False,False,False,False,False,False,False,False
4596,nigeria,27.0,2,1,11,True,False,False,False,False,False,False,False,False
4597,nigeria,15.0,2,1,4,False,False,False,False,False,False,False,False,False
4598,nigeria,20.0,1,1,10,False,False,False,False,False,False,False,False,False
4599,nigeria,19.0,2,1,5,False,False,False,False,False,False,False,False,False
4600,nigeria,30.0,2,2,5,False,False,False,False,False,False,False,False,False
4601,nigeria,30.0,2,3,4,False,False,False,False,False,False,False,False,False
4602,nigeria,29.0,1,3,9,False,False,False,False,False,False,False,False,False
4603,nigeria,28.0,2,1,2,False,False,False,False,False,False,False,False,False
4604,nigeria,69.0,1,3,3,False,False,False,False,False,False,False,False,False
4605,nigeria,15.0,2,1,5,False,False,False,False,False,False,False,False,False
4606,nigeria,22.0,2,1,8,True,False,False,False,False,False,False,False,False
4607,nigeria,45.0,2,3,3,False,False,False,False,False,False,False,False,False
4608,nigeria,50.0,2,3,11,False,False,False,False,False,False,False,False,False
4609,nigeria,19.0,1,1,5,True,False,False,False,False,False,False,False,False
4610,nigeria,53.0,1,3,5,False,False,False,False,False,False,False,False,False
4611,nigeria,68.0,1,3,3,False,False,False,False,False,False,False,False,False
4612,nigeria,30.0,2,3,10,False,False,False,False,False,False,False,False,False
4613,nigeria,19.0,2,1,5,False,False,False,False,False,False,False,False,False
4614,nigeria,15.0,2,1,4,False,False,False,False,False,False,False,False,False
4615,nigeria,18.0,1,1,4,False,False,False,False,False,False,False,False,False
4616,nigeria,50.0,2,3,3,False,False,False,False,False,False,False,False,False
4617,nigeria,30.0,2,3,5,False,False,False,False,False,False,False,False,False
4618,nigeria,18.0,1,1,5,False,False,False,False,False,False,False,False,False
4619,nigeria,45.0,2,3,1,False,False,False,False,False,False,False,False,False
4620,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4621,nigeria,20.0,2,1,5,False,False,False,False,False,False,False,False,False
4622,nigeria,58.0,1,3,5,False,False,False,False,False,False,False,False,False
4623,nigeria,18.0,2,1,5,False,False,False,False,False,False,False,False,False
4624,nigeria,32.0,1,2,5,False,False,False,False,False,False,False,False,False
4625,nigeria,18.0,2,1,5,False,False,False,False,False,False,False,False,False
4626,nigeria,42.0,2,6,4,False,False,False,False,False,False,False,False,False
4627,nigeria,19.0,1,1,5,False,False,False,False,False,False,False,False,False
4628,nigeria,45.0,1,3,9,False,False,False,False,False,False,False,False,False
4629,nigeria,35.0,2,3,3,False,False,False,False,False,False,False,False,False
4630,nigeria,55.0,1,3,3,False,False,False,False,False,False,False,False,False
4631,nigeria,27.0,2,1,5,False,False,False,False,False,False,False,False,False
4632,nigeria,40.0,2,3,5,False,False,False,False,False,False,False,False,False
4633,nigeria,22.0,1,1,5,True,False,False,False,False,False,False,False,False
4634,nigeria,40.0,2,2,5,False,False,False,False,False,False,False,False,False
4635,nigeria,40.0,2,6,5,False,False,False,False,False,False,False,False,False
4636,nigeria,24.0,2,1,5,False,False,False,False,False,False,False,False,False
4637,nigeria,65.0,2,5,5,False,False,False,False,False,False,False,False,False
4638,nigeria,18.0,1,1,5,False,False,False,False,False,False,False,False,False
4639,nigeria,35.0,2,3,4,False,False,False,False,False,False,False,False,False
4640,nigeria,57.0,1,3,11,False,False,False,False,False,False,False,False,False
4641,nigeria,26.0,1,1,11,False,False,False,False,False,False,False,False,False
4642,nigeria,56.0,2,3,5,False,False,False,False,False,False,False,False,False
4643,nigeria,27.0,1,1,3,False,False,False,False,False,False,False,False,False
4644,nigeria,43.0,2,2,5,False,False,False,False,False,False,False,False,False
4645,nigeria,15.0,2,1,4,False,False,False,False,False,False,False,False,False
